"Date","Y1","Y10","Y11","Y12","Y2","Y24","Y3","Y36","Y4","Y48","Y5","Y6","Y60","Y7","Y8","Y9"
1964-01-01,3.4188,3.7416,3.7416,3.789,3.4548,3.893,3.552,3.939,3.5676,3.943,3.63,3.6816,3.984,3.6564,3.6876,3.7248
1964-02-01,3.5004,3.8412,3.9048,3.947,3.5832,3.981,3.654,4.025,3.6816,4.01,3.7992,3.8064,4.023,3.8172,3.8292,3.8448
1964-03-01,3.5268,3.8676,3.8724,3.91,3.5316,4.076,3.588,4.125,3.66,4.145,3.738,3.7956,4.073,3.8016,3.8076,3.8136
1964-04-01,3.3132,3.762,3.7836,3.783,3.45,3.978,3.5016,4.047,3.522,4.082,3.63,3.6516,4.077,3.6924,3.7188,3.7464
1964-05-01,3.2628,3.7524,3.8052,3.832,3.4404,3.918,3.5124,3.964,3.522,4.021,3.6,3.6048,3.979,3.6204,3.7092,3.7248
1964-06-01,3.4092,3.7668,3.7836,3.78,3.4764,3.779,3.5316,3.894,3.5532,3.972,3.5376,3.5892,3.977,3.6,3.6672,3.7044
1964-07-01,3.2568,3.7104,3.7056,3.759,3.4608,3.664,3.5064,3.868,3.5268,3.97,3.5316,3.5892,4.006,3.6144,3.636,3.7044
1964-08-01,3.3696,3.7356,3.7836,3.813,3.4956,3.734,3.4956,3.902,3.4956,3.991,3.6144,3.6456,4.022,3.6816,3.7392,3.756
1964-09-01,3.522,3.846,3.852,3.897,3.522,3.797,3.6036,3.939,3.666,3.995,3.6804,3.7956,3.991,3.7908,3.8016,3.8076
1964-10-01,3.4248,3.8568,3.8736,3.906,3.4704,3.862,3.588,3.973,3.6552,3.999,3.7488,3.7644,4.005,3.7704,3.8016,3.8448
1964-11-01,3.5724,4.134,4.152,4.214,3.7764,4.028,3.8532,4.094,3.9732,4.081,4.0152,4.0428,4.069,4.0392,4.104,4.122
1964-12-01,3.4248,4.0296,4.02,4.05,3.7092,3.933,3.8796,3.975,3.9264,3.999,3.9384,4.002,4.076,3.9924,4.0152,4.0224
1965-01-01,3.882,4.0188,4.0308,4.077,3.894,3.928,3.9,3.94,3.948,3.974,4.0164,4.0284,4.078,4.0296,4.0368,4.0428
1965-02-01,3.888,4.1028,4.158,4.204,3.9756,4.034,4.0332,3.997,4.0716,4.002,4.0884,4.0392,4.121,4.0764,4.0896,4.0956
1965-03-01,3.786,4.098,4.1148,4.14,3.9084,4.026,3.9924,4.024,4.0344,4.003,4.0164,4.08,4.101,4.0248,4.0308,4.0536
1965-04-01,3.8568,4.0656,4.0836,4.098,3.9348,4.024,3.9924,4.039,3.9888,4.019,4.0164,4.0284,4.117,3.9828,4.026,4.0488
1965-05-01,3.8676,4.0344,4.0632,4.077,3.9252,4.03,3.9216,4.036,3.9588,4.017,3.9852,3.9564,4.12,3.9732,4.0056,4.0284
1965-06-01,3.7812,3.9612,3.9624,3.976,3.7812,3.932,3.864,4.004,3.8808,4.017,3.9084,3.8364,4.094,3.864,3.8904,3.9132
1965-07-01,3.7656,3.9924,3.9996,4.018,3.822,3.999,3.864,4.048,3.9072,4.112,3.882,3.9096,4.121,3.9204,3.9276,3.9852
1965-08-01,3.78,4.1184,4.1412,4.172,3.8736,4.087,3.8796,4.145,3.9012,4.165,3.9696,4.0848,4.154,3.9564,4.0776,4.0956
1965-09-01,3.984,4.3128,4.32,4.346,3.9396,4.246,4.044,4.264,4.128,4.268,4.254,4.2816,4.248,4.2888,4.2972,4.3044
1965-10-01,3.8472,4.3128,4.278,4.352,3.93,4.255,4.08,4.282,4.2048,4.343,4.2324,4.2552,4.32,4.2684,4.266,4.3044
1965-11-01,3.786,4.3488,4.3836,4.436,4.0416,4.291,4.1976,4.398,4.2348,4.432,4.278,4.3536,4.395,4.32,4.3536,4.3572
1965-12-01,4.2636,4.8072,4.8108,4.886,4.5168,4.808,4.56,4.89,4.6248,4.878,4.7328,4.7736,4.77,4.7676,4.7664,4.7604
1966-01-01,4.5276,4.8072,4.848,4.92,4.6128,4.824,4.6776,4.901,4.7448,4.905,4.7844,4.758,4.826,4.7676,4.7508,4.7976
1966-02-01,4.4568,4.8768,5.0196,4.98,4.6896,4.9,4.7004,4.945,4.7544,4.994,4.8264,4.8468,4.952,4.7784,4.8192,4.8768
1966-03-01,4.416,4.824,4.8588,4.93,4.5216,4.726,4.5912,4.74,4.6416,4.779,4.7028,4.7268,4.727,4.7316,4.746,4.782
1966-04-01,4.6404,4.8708,4.9176,4.99,4.6548,4.832,4.6896,4.858,4.704,4.84,4.698,4.7172,4.797,4.7364,4.7148,4.8456
1966-05-01,4.4568,4.986,5.0388,5.09,4.6236,5.004,4.674,4.985,4.6932,4.998,4.7388,4.9092,4.884,4.7316,4.872,4.9656
1966-06-01,4.518,5.082,5.0712,5.106,4.5168,5.078,4.5348,5.12,4.626,5.113,4.7124,4.7172,5.007,4.8204,4.9128,4.9812
1966-07-01,4.5444,5.1408,5.1672,5.246,4.6548,5.19,4.7976,5.21,4.848,5.225,4.8276,5.0184,5.18,5.0388,5.076,5.124
1966-08-01,4.7208,5.76,5.838,5.931,4.9608,5.84,5.1456,5.766,5.058,5.8,5.37,5.7156,5.56,5.6136,5.7312,5.6976
1966-09-01,5.154,5.9352,5.9508,6,5.3652,5.391,5.418,5.387,5.5848,5.318,5.748,5.736,5.147,5.8644,5.8848,5.9628
1966-10-01,4.7316,5.6328,5.5716,5.7,4.7052,5.284,5.3052,5.234,5.4864,5.21,5.514,5.5992,5.116,5.6652,5.6736,5.73
1966-11-01,4.2636,5.4312,5.4492,5.438,5.0376,5.354,5.2476,5.334,5.3268,5.308,5.3592,5.3772,5.195,5.3676,5.4216,5.4612
1966-12-01,4.4676,5.0292,4.9596,5.013,4.854,4.79,4.8936,4.876,5.0532,4.733,5.028,5.0328,4.684,5.0652,5.076,5.0868
1967-01-01,4.5432,4.6272,4.5888,4.611,4.602,4.493,4.5852,4.565,4.62,4.627,4.6188,4.6032,4.551,4.6056,4.6152,4.6296
1967-02-01,4.4724,4.6704,4.6752,4.66,4.5984,4.634,4.6128,4.729,4.6008,4.718,4.6512,4.6392,4.685,4.6632,4.6728,4.6764
1967-03-01,4.0596,4.092,4.1364,4.14,4.0668,4.126,4.0632,4.235,4.1484,4.33,4.1556,4.1364,4.365,4.134,4.1352,4.116
1967-04-01,3.5016,3.9828,3.9948,4.03,3.6192,4.337,3.7836,4.502,3.8148,4.612,3.8616,3.9048,4.631,3.9216,3.9696,4.008
1967-05-01,3.2472,3.9612,3.9672,3.961,3.42,4.321,3.5064,4.516,3.5424,4.595,3.7176,3.8112,4.679,3.786,3.9324,3.954
1967-06-01,3.8832,4.9392,4.9344,5.061,3.9144,4.921,3.9972,5.051,4.158,5.174,4.4388,4.458,5.253,4.6224,4.8396,5.034
1967-07-01,3.8064,4.9968,5.0028,5.096,3.888,4.87,4.1976,4.952,4.2348,4.976,4.2684,4.7064,5.02,4.8252,4.9452,5.0604
1967-08-01,3.8568,5.1552,5.172,5.259,4.2156,5.148,4.4484,5.212,4.338,5.181,4.7184,4.9392,5.186,5.07,5.1432,5.1492
1967-09-01,4.152,5.2572,5.2896,5.358,4.4244,5.19,4.464,5.28,4.7712,5.29,5.0436,5.1276,5.215,5.2164,5.244,5.3184
1967-10-01,4.146,5.4372,5.4432,5.518,4.2408,5.559,4.5756,5.53,4.7748,5.524,4.9656,5.1792,5.563,5.2944,5.3856,5.4552
1967-11-01,4.188,5.6856,5.7156,5.821,4.5264,5.567,5.0328,5.593,5.0484,5.556,5.4528,5.6688,5.604,5.6448,5.6688,5.784
1967-12-01,4.3404,5.7828,5.7756,5.944,4.8588,5.701,5.0892,5.709,5.4108,5.689,5.4948,5.6532,5.589,5.6988,5.7492,5.8896
1968-01-01,4.7052,5.3412,5.3484,5.47,4.812,5.313,4.9608,5.403,5.0172,5.436,5.0688,5.1324,5.392,5.2164,5.2752,5.3664
1968-02-01,4.6704,5.3316,5.3964,5.529,5.0376,5.367,5.1048,5.578,5.136,5.506,5.3028,5.2884,5.385,5.2848,5.3436,5.424
1968-03-01,5.028,5.5332,5.5776,5.686,5.166,5.504,5.1816,5.685,5.3172,5.715,5.3496,5.3568,5.54,5.4576,5.5284,5.61
1968-04-01,5.4852,5.7708,5.6892,5.91,5.4312,5.62,5.6076,5.855,5.6208,5.867,5.562,5.7936,5.684,5.6928,5.6964,5.8632
1968-05-01,5.3832,5.9304,5.9928,6.057,5.718,5.785,5.7312,5.787,5.802,5.81,5.91,5.8608,5.637,5.8764,5.9652,6.0216
1968-06-01,5.2572,5.8032,5.8128,5.9,5.3556,5.528,5.3928,5.552,5.5188,5.539,5.562,5.5284,5.374,5.6988,5.7492,5.8536
1968-07-01,5.256,5.3784,5.3532,5.395,5.088,5.321,5.2584,5.102,5.2848,5.121,5.214,5.3664,5.089,5.394,5.4276,5.4396
1968-08-01,4.9356,5.3244,5.3484,5.362,5.1852,5.13,5.1708,5.117,5.1468,5.111,5.2776,5.34,5.168,5.3472,5.4108,5.4132
1968-09-01,5.1588,5.4096,5.412,5.373,5.1696,5.334,5.1552,5.196,5.3172,5.134,5.3688,5.4072,5.185,5.4252,5.4432,5.4336
1968-10-01,5.4084,5.6532,5.6352,5.625,5.1144,5.445,5.5404,5.282,5.5944,5.222,5.6124,5.6472,5.318,5.6232,5.6364,5.682
1968-11-01,4.8336,5.76,5.7588,5.815,5.2836,5.559,5.5452,5.375,5.5896,5.366,5.6652,5.7,5.488,5.7972,5.8224,5.8788
1968-12-01,6.096,6.5064,6.5244,6.487,6.228,6.294,6.2448,6.056,6.39,6.258,6.4548,6.4608,6.329,6.5052,6.54,6.5736
1969-01-01,5.9208,6.3888,6.2832,6.096,5.9568,6.139,6.306,5.989,6.3636,5.82,6.3132,6.4872,6.058,6.432,6.3648,6.4776
1969-02-01,5.6376,6.2568,6.5532,6.652,6.1272,6.296,6.3684,6.358,6.3444,6.169,6.4812,6.5568,6.288,6.3492,6.546,6.6072
1969-03-01,5.664,6.306,6.3756,6.489,6.036,5.996,5.9532,6.149,6.144,6.115,6.192,6.1188,6.273,6.1872,6.2304,6.2844
1969-04-01,6.1212,6.144,6.096,6.179,5.9472,6.073,5.9724,6.107,6.06,5.949,6.0648,6.0756,6.202,6.102,6.0912,6.1656
1969-05-01,5.8416,6.3576,6.4716,6.48,5.9688,6.465,6.1692,6.507,6.1128,6.372,6.2328,6.3324,6.528,6.2976,6.4944,6.6384
1969-06-01,6.4776,7.392,7.4328,7.355,6.3672,7.011,6.3948,7.022,6.666,6.796,6.9768,6.9348,6.848,7.0608,7.3032,7.632
1969-07-01,6.9108,7.4736,7.3344,7.338,6.408,7.257,7.0548,7.113,7.2048,6.843,6.9396,7.2132,6.776,7.296,7.3944,7.6524
1969-08-01,6.6564,7.4148,7.5528,7.637,6.9624,7.285,7.0656,7.186,7.0188,7.015,7.1088,7.254,6.953,7.362,7.4856,7.5684
1969-09-01,6.942,7.6896,7.7472,7.799,7.2132,7.813,7.0704,7.769,7.1688,7.83,7.278,7.4316,7.861,7.4976,7.6068,7.7496
1969-10-01,6.6816,7.506,7.4268,7.369,6.7152,7.223,7.044,7.195,7.146,7.227,7.2516,7.5156,7.118,7.4184,7.5048,7.5888
1969-11-01,6.4428,7.9776,8.0004,7.883,7.158,7.458,7.488,7.514,7.6212,7.467,7.9908,7.86,7.416,7.9548,8.0148,8.0208
1969-12-01,6.7836,8.1768,8.0904,8.024,7.7856,8.112,7.9716,8.157,8.1336,8.19,8.1096,8.2548,7.968,8.1336,8.136,8.1528
1970-01-01,7.4196,7.998,7.8624,8,7.704,7.985,8.0136,8.059,7.968,8.082,8.028,7.9272,8.061,7.9968,8.0292,8.1
1970-02-01,6.3,6.9264,6.9588,6.919,6.9516,7.019,6.9264,7.025,6.984,7.158,6.9672,6.9828,7.14,6.9552,6.9816,6.9588
1970-03-01,6.4104,6.6036,6.6648,6.606,6.342,6.907,6.4932,6.858,6.4116,7.13,6.4608,6.6516,7.047,6.5748,6.5928,6.4572
1970-04-01,6.5088,7.4736,7.4976,7.487,6.8448,7.575,6.9768,7.73,7.1016,7.81,7.3692,7.2336,7.736,7.2876,7.326,7.4352
1970-05-01,6.4236,7.356,7.3788,7.435,6.588,7.738,6.942,7.6,7.1856,7.67,6.9732,6.93,7.601,7.2312,7.3596,7.4244
1970-06-01,5.9076,7.1712,7.1832,7.187,6.3372,7.449,6.5964,7.565,6.5784,7.623,6.6636,6.6672,7.538,6.8292,7.0596,7.1292
1970-07-01,5.892,6.7908,6.7884,6.806,6.4188,7.182,6.312,7.313,6.3084,7.48,6.3516,6.5052,7.368,6.5208,6.8208,6.8616
1970-08-01,6.2688,6.774,6.756,6.796,6.2748,7.008,6.3012,7.187,6.2568,7.359,6.4608,6.5556,7.25,6.732,6.7716,6.8556
1970-09-01,5.8152,6.6408,6.66,6.59,5.6868,6.551,5.9208,6.824,6.102,6.973,6.4704,6.5772,7.046,6.5688,6.582,6.5472
1970-10-01,5.2704,6.3624,6.3156,6.32,5.5896,6.506,5.8656,6.7,5.9508,6.847,6.2004,6.2052,6.872,6.2796,6.3228,6.3456
1970-11-01,4.4472,5.1084,5.13,5.096,4.8948,5.31,4.9656,5.632,5.0796,5.82,5.0796,5.0544,5.901,5.064,5.1072,5.0868
1970-12-01,4.4364,5.0028,5.0076,4.883,4.7352,5.399,4.9092,5.765,4.8984,5.809,4.9188,4.95,5.918,4.9704,5.0076,4.944
1971-01-01,4.0596,4.2708,4.2576,4.31,4.1592,4.643,4.1712,5.234,4.1784,5.6,4.2372,4.2756,5.651,4.2732,4.266,4.2996
1971-02-01,3.2832,3.7104,3.7476,3.772,3.3384,4.28,3.4044,4.835,3.5268,5.152,3.5892,3.5952,5.302,3.672,3.7356,3.7416
1971-03-01,3.4044,3.7572,3.768,3.756,3.486,4.144,3.6288,4.51,3.5988,4.814,3.6456,3.744,4.976,3.6876,3.6984,3.7152
1971-04-01,3.6744,4.5384,4.5636,4.549,3.96,5.214,3.9672,5.704,4.0248,5.795,4.2276,4.2456,5.971,4.2996,4.428,4.5252
1971-05-01,4.188,4.8036,4.8288,4.889,4.3224,5.41,4.3464,5.845,4.3596,5.837,4.3932,4.4016,6.204,4.4724,4.6008,4.7616
1971-06-01,5.016,5.8728,5.946,6.056,4.9656,6.262,5.2836,6.672,5.1,6.609,5.0952,5.2836,6.78,5.5464,5.7696,5.9004
1971-07-01,5.058,6.0216,6.0204,6.11,5.2932,6.311,5.3568,6.727,5.3172,6.823,5.4636,5.7684,6.889,5.8656,5.9544,6.0324
1971-08-01,4.4052,5.1396,5.2464,5.267,4.4496,5.444,4.3704,5.707,4.4352,5.798,4.5324,4.8468,6.02,4.9608,5.1228,5.1756
1971-09-01,4.5276,5.2512,5.2848,5.268,4.434,5.394,4.6272,5.647,4.6776,5.766,4.9668,4.9656,5.961,5.0592,5.1864,5.1864
1971-10-01,3.9888,4.5756,4.5852,4.586,4.1904,4.957,4.362,5.205,4.4616,5.427,4.4388,4.4892,5.657,4.4976,4.5372,4.5672
1971-11-01,3.7548,4.7232,4.7436,4.739,4.2,5.057,4.3872,5.281,4.3176,5.494,4.4484,4.5048,5.72,4.4964,4.704,4.6932
1971-12-01,3.3492,4.176,4.2048,4.179,3.6384,4.826,3.726,5.076,3.8448,5.2,4.0572,4.0224,5.425,4.05,4.1196,4.1472
1972-01-01,3.1248,3.8928,3.8784,4.124,3.21,4.802,3.3372,5.328,3.4956,5.476,3.5832,3.7128,5.715,3.8328,3.9528,3.9912
1972-02-01,3.1152,3.9408,4.2312,4.288,3.2616,4.766,3.4908,5.242,3.4548,5.438,3.6864,3.8268,5.661,3.8532,3.9324,3.9804
1972-03-01,3.4812,4.776,4.8492,4.934,3.7104,5.524,3.8076,5.776,4.05,5.871,4.3464,4.3848,5.995,4.4556,4.506,4.6716
1972-04-01,3.288,4.4496,4.4796,4.51,3.3744,5.108,3.6036,5.524,3.7836,5.64,3.9444,3.9408,5.794,4.0512,4.1772,4.3788
1972-05-01,3.3996,4.47,4.5204,4.627,3.6288,4.944,3.8388,5.377,3.906,5.557,4.026,4.23,5.711,4.134,4.3908,4.44
1972-06-01,3.6228,5.0712,5.1564,5.248,3.8832,5.432,4.074,5.698,4.2252,5.851,4.4904,4.3848,5.905,4.7688,4.9764,5.0496
1972-07-01,3.5112,4.8072,4.8804,4.946,3.618,5.244,3.8076,5.663,4.0608,5.858,3.5532,4.3752,5.887,4.5276,4.6728,4.7448
1972-08-01,4.3044,5.2188,5.2728,5.482,4.302,5.63,4.602,5.888,4.1532,6.113,4.728,5.0592,6.079,5.0388,5.0904,5.2392
1972-09-01,4.4268,5.5584,5.6244,5.644,4.578,5.787,4.536,5.928,4.9044,6.005,5.1936,5.2572,6.051,5.352,5.406,5.4504
1972-10-01,4.5384,5.424,5.4408,5.537,4.6392,5.754,4.7604,5.933,4.986,6.083,5.058,5.1216,6.09,5.2164,5.3004,5.3868
1972-11-01,4.9152,5.376,5.376,5.392,4.7412,5.64,4.9452,5.806,5.0172,6.01,5.0892,5.2716,6.004,5.2896,5.3436,5.3544
1972-12-01,4.8648,5.4816,5.4288,5.525,5.1096,5.916,5.1612,5.989,5.2548,6.06,5.4108,5.4132,6.167,5.4672,5.532,5.5224
1973-01-01,5.5296,5.8188,5.9604,6.144,5.5884,6.209,5.724,6.277,5.8008,6.371,5.8044,5.9016,6.299,5.9676,6.0132,5.9328
1973-02-01,5.5764,6.084,6.3456,6.404,5.64,6.517,5.9424,6.58,5.946,6.609,6.0648,6.1104,6.589,6.0312,5.982,5.9748
1973-03-01,5.8716,6.894,6.9672,6.93,6.3576,6.799,6.498,6.696,6.6396,6.632,6.7932,6.948,6.647,6.6924,6.678,6.7056
1973-04-01,5.9832,6.786,6.8088,6.701,6.2136,6.631,6.312,6.631,6.4932,6.55,6.6144,6.6996,6.568,6.2796,6.3168,6.6396
1973-05-01,6.5232,7.0932,7.1244,6.944,6.6336,6.729,6.9804,6.617,7.0416,6.542,7.0404,7.1688,6.594,6.594,6.9492,7.0956
1973-06-01,7.4316,7.662,7.1244,7.556,7.4628,6.964,7.62,6.879,7.6536,6.71,7.7652,7.8528,6.717,7.626,7.6584,7.7136
1973-07-01,8.2644,8.6916,8.7984,8.626,8.3136,7.961,8.3712,7.793,8.4264,7.831,8.496,8.5236,7.639,8.5428,8.6244,8.622
1973-08-01,8.6412,8.5032,8.7984,8.367,8.598,7.657,8.82,7.245,8.61,7.127,8.5872,8.9304,7.049,8.5296,8.4516,8.4636
1973-09-01,7.3872,8.5032,7.8216,7.66,7.2696,6.959,7.0944,6.603,7.518,6.584,7.8384,7.7256,6.539,8.5296,7.74,7.764
1973-10-01,6.9804,7.524,7.4376,7.122,6.948,6.721,7.3896,6.64,7.458,6.672,7.4796,7.4688,6.632,7.4376,7.4376,7.5552
1973-11-01,7.4988,7.878,7.7076,7.424,7.5312,6.693,7.4244,6.605,7.7784,6.597,7.9896,7.9368,6.607,7.764,7.926,7.8864
1973-12-01,7.3548,7.3692,7.3152,7.124,7.4832,6.689,7.5768,6.631,7.65,6.657,7.68,7.6284,6.682,7.5924,7.5612,7.4868
1974-01-01,7.5708,7.2384,7.086,6.885,7.512,6.669,7.6044,6.709,7.6236,6.748,7.6044,7.4004,6.741,7.4304,7.368,7.314
1974-02-01,7.3572,7.206,7.194,7.021,7.4796,6.814,7.59,6.689,7.5396,6.794,7.536,7.5372,6.806,7.3464,7.272,7.2396
1974-03-01,8.4696,8.3268,8.31,8.115,8.4816,7.683,8.442,7.574,8.67,7.498,8.6676,8.4432,7.413,8.448,8.412,8.3748
1974-04-01,8.766,8.9628,8.9172,8.67,8.8584,8.147,9.0828,8.057,9.0204,8.007,9.0096,8.904,7.937,9.0288,8.9748,8.8452
